Overview

Overview
"IMPROVE Data Use: For journal publications, please inform Anthony Prenni (Anthony_Prenni@nps.gov) of the planned publication. Drafts of publications will be reviewed upon request for issues that could affect the data interpretation. Preferred Reference: Please reference the Malm,et al. (1994) article below when using IMPROVE data. Malm, W. C., J. F. Sisler, D. Huffman, R. A. Eldred, and T. A. Cahill (1994), Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370. Preferred Acknowledgment: IMPROVE is a collaborative association of state, tribal, and federal agencies, and international partners. US Environmental Protection Agency is the primary funding source, with contracting and research support from the National Park Service. The Air Quality Group at the University of California, Davis is the central analytical laboratory, with ion analysis provided by Research Triangle Institute, and carbon analysis provided by Desert Research Institute.
(Also: Prior to use, all data users are encouraged to review the IMPROVE data advisories located on the IMPROVE website: http://vista.cira.colostate.edu/IMPROVE/Data/QA_QC/Advisory.htm)"

Datasets

Dataset,Code,StartDate,EndDate,Frequency,NumRecords
"IMPROVE Aerosol","IMPAER",3/2/1988 12:00:00 AM,10/30/2023 12:00:00 AM,"1-in-3 day",39778115

Sites

Site,Code,Dataset,Country,State,County,AQSCode,Latitude,Longitude,Elevation,StartDate,EndDate,DemographicCode,LandUseCode,StreetAddress,LocDesc,Sponsor,ProgramKey,NumPOCs
"LASU2","IMPAER","External Audit","10/29/2018","Site Audit by John Provine"
"LASU2","IMPAER","Equipment Problem","02/12/2019","A Pump Does not start (resolved)"
"LASU2","IMPAER","Part Replacement","02/19/2019","Pump (1A)"
"LASU2","IMPAER","External Audit","03/26/2019","Site Audit by State Hygenic Lab"
"LASU2","IMPAER","External Audit","05/01/2019","Site Audit by John Provine"
"LASU2","IMPAER","Equipment Problem","06/03/2019","B and D Mod manifold motors stopped working (resolved)"
"LASU2","IMPAER","Part Replacement","06/10/2019","EBox (2B, 4D)"
"LASU2","IMPAER","Part Replacement","06/10/2019","Pump (1A)"
"LASU2","IMPAER","Equipment Problem","08/06/2019","Mod D SOL 1 did not open during initial and final readings (resolved)"
"LASU2","IMPAER","Part Replacement","08/12/2019","EBox (4D)"
"LASU2","IMPAER","Part Replacement","08/20/2019","Module"
"LASU2","IMPAER","External Audit","12/08/2019","Site Audit by John Provine		"
"LASU2","IMPAER","External Audit","12/18/2019","Site Audit by John Provine		"
"LASU2","IMPAER","Equipment Problem","02/12/2020","Auditor Found Leak in C Module Tee Plug and High D Module Flow Rate (resolved)"
"LASU2","IMPAER","Part Replacement","02/25/2020","Temp Probe"
"LASU2","IMPAER","Part Replacement","03/09/2020","EBox (4D)"
"LASU2","IMPAER","External Audit","04/23/2020","Site Audit by Allison Smalley"
"LASU2","IMPAER","Part Replacement","05/06/2020","Module (4D)"
"LASU2","IMPAER","UC Davis Site Visit","07/11/2020","Calibration and maintenance on all modules"
"LASU2","IMPAER","Equipment Problem","11/18/2020","A mod vavle wiggle+flow adjust  (resolved)"
"LAVO1","IMPAER","Operational","06/19/1993","Routine annual maintenance"
"LAVO1","IMPAER","Operational","06/19/1993","Routine annual maintenance"
"LAVO1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"LAVO1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"LAVO1","IMPAER","Operational","06/30/1994","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","A1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","A1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","A1 Module solenoid replaced"
"LAVO1","IMPAER","Operational","06/30/1994","A1 Module solenoid replaced"
"LAVO1","IMPAER","Operational","06/30/1994","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","B1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","B1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/30/1994","D1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","D1 Module pump replaced"
"LAVO1","IMPAER","Operational","06/30/1994","D1 Module solenoid replaced"
"LAVO1","IMPAER","Operational","06/30/1994","D1 Module solenoid replaced"
"LAVO1","IMPAER","Operational","06/30/1994","Routine annual maintenance"
"LAVO1","IMPAER","Operational","06/30/1994","Routine annual maintenance"
"LAVO1","IMPAER","Operational","12/22/1994","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","12/22/1994","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","12/22/1994","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","12/22/1994","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","12/22/1994","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","12/22/1994","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","12/22/1994","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","12/22/1994","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","C1 Module solenoid replaced"
"LAVO1","IMPAER","Operational","06/27/1995","C1 Module solenoid replaced"
"LAVO1","IMPAER","Operational","06/27/1995","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/27/1995","Routine annual maintenance"
"LAVO1","IMPAER","Operational","06/27/1995","Routine annual maintenance"
"LAVO1","IMPAER","Event","07/24/1996","Helicopters were using helipad next to sampler this week"
"LAVO1","IMPAER","Event","07/24/1996","Helicopters were using helipad next to sampler this week"
"LAVO1","IMPAER","Operational","09/21/1996","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/21/1996","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/21/1996","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/21/1996","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/21/1996","Routine annual maintenance"
"LAVO1","IMPAER","Operational","09/21/1996","Routine annual maintenance"
"LAVO1","IMPAER","Method","09/21/1996","Added glycerin to Module B1 denuder"
"LAVO1","IMPAER","Method","09/21/1996","Added glycerin to Module B1 denuder"
"LAVO1","IMPAER","Operational","09/21/1996","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/21/1996","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/21/1996","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/21/1996","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/04/1997","Routine annual maintenance"
"LAVO1","IMPAER","Operational","09/04/1997","Routine annual maintenance"
"LAVO1","IMPAER","Operational","09/22/1997","A1 Module magnhelic replaced"
"LAVO1","IMPAER","Operational","09/22/1997","A1 Module magnhelic replaced"
"LAVO1","IMPAER","Operational","10/23/1998","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","10/23/1998","Routine annual maintenance"
"LAVO1","IMPAER","Operational","10/23/1998","Routine annual maintenance"
"LAVO1","IMPAER","Operational","10/29/1998","A1 Module pump replaced"
"LAVO1","IMPAER","Operational","10/29/1998","A1 Module pump replaced"
"LAVO1","IMPAER","Operational","10/29/1998","B1 Module pump replaced"
"LAVO1","IMPAER","Operational","10/29/1998","B1 Module pump replaced"
"LAVO1","IMPAER","Operational","10/29/1998","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","10/29/1998","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","10/29/1998","D1 Module pump replaced"
"LAVO1","IMPAER","Operational","10/29/1998","D1 Module pump replaced"
"LAVO1","IMPAER","Operational","02/16/1999","Sampler controller clock replaced"
"LAVO1","IMPAER","Operational","02/16/1999","Sampler controller clock replaced"
"LAVO1","IMPAER","Operational","07/18/2000","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","07/18/2000","Version 2 sampler installed"
"LAVO1","IMPAER","Operational","07/18/2000","Version 2 sampler installed"
"LAVO1","IMPAER","Operational","07/18/2000","Version 2 IMPROVE sampler installed"
"LAVO1","IMPAER","Operational","07/18/2000","Version 2 IMPROVE sampler installed"
"LAVO1","IMPAER","Operational","08/26/2000","site offline until 09/15/2000"
"LAVO1","IMPAER","Operational","08/26/2000","site offline until 09/15/2000"
"LAVO1","IMPAER","Operational","09/12/2000","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/12/2000","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/12/2000","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/12/2000","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/12/2000","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/12/2000","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/12/2000","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/12/2000","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","05/02/2001","Sampler controller replaced"
"LAVO1","IMPAER","Operational","05/02/2001","Sampler controller replaced"
"LAVO1","IMPAER","Operational","06/01/2001","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","06/01/2001","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","09/06/2001","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","09/06/2001","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/06/2001","Photos taken"
"LAVO1","IMPAER","Operational","09/06/2001","Photos taken"
"LAVO1","IMPAER","Operational","09/06/2001","Routine annual maintenance"
"LAVO1","IMPAER","Operational","09/06/2001","Routine annual maintenance"
"LAVO1","IMPAER","Operational","08/02/2002","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","08/02/2002","Photos taken"
"LAVO1","IMPAER","Operational","08/02/2002","Photos taken"
"LAVO1","IMPAER","Operational","08/05/2002","A1 Module pump replaced"
"LAVO1","IMPAER","Operational","08/05/2002","A1 Module pump replaced"
"LAVO1","IMPAER","Operational","08/05/2002","B1 Module pump replaced"
"LAVO1","IMPAER","Operational","08/05/2002","B1 Module pump replaced"
"LAVO1","IMPAER","Operational","08/05/2002","Electronics box replaced"
"LAVO1","IMPAER","Operational","08/05/2002","Electronics box replaced"
"LAVO1","IMPAER","Operational","08/05/2002","Routine annual maintenance"
"LAVO1","IMPAER","Operational","08/05/2002","Routine annual maintenance"
"LAVO1","IMPAER","Operational","10/22/2002","A1 B1 Module relay line replaced"
"LAVO1","IMPAER","Operational","10/22/2002","A1 B1 Module relay line replaced"
"LAVO1","IMPAER","Operational","12/24/2002","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","12/24/2002","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","04/11/2003","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","04/11/2003","C1 Module pump replaced"
"LAVO1","IMPAER","Operational","04/11/2003","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","04/11/2003","D1 Module pump replaced"
"LAVO1","IMPAER","Operational","04/11/2003","D1 Module pump replaced"
"LAVO1","IMPAER","Operational","04/11/2003","Installed collocated B1 Module"
"LAVO1","IMPAER","Operational","04/11/2003","Installed collocated B1 Module"
"LAVO1","IMPAER","Operational","04/11/2003","Photos taken"
"LAVO1","IMPAER","Operational","04/11/2003","Photos taken"
"LAVO1","IMPAER","Operational","04/11/2003","Routine annual maintenance"
"LAVO1","IMPAER","Operational","04/11/2003","Routine annual maintenance"
"LAVO1","IMPAER","Operational","04/18/2003","Calibrated collocated B1 Module"
"LAVO1","IMPAER","Operational","04/18/2003","Calibrated collocated B1 Module"
"LAVO1","IMPAER","Operational","05/06/2003","Denuder replaced"
"LAVO1","IMPAER","Operational","05/06/2003","Denuder replaced"
"LAVO1","IMPAER","Operational","05/06/2003","Installed denuder on collocated B1 Module"
"LAVO1","IMPAER","Operational","05/06/2003","Installed denuder on collocated B1 Module"
"LAVO1","IMPAER","Operational","05/06/2003","Sampler controller replaced"
"LAVO1","IMPAER","Operational","05/06/2003","Sampler controller replaced"
"LAVO1","IMPAER","Operational","06/18/2003","Electronics box replaced on collocated B1 Module"
"LAVO1","IMPAER","Operational","06/18/2003","Electronics box replaced on collocated B1 Module"
"LAVO1","IMPAER","Operational","03/04/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"LAVO1","IMPAER","Operational","03/04/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"LAVO1","IMPAER","Operational","04/28/2004","Sampler controller replaced"
"LAVO1","IMPAER","Operational","04/28/2004","Sampler controller replaced"
"LAVO1","IMPAER","Operational","05/12/2004","Sampler controller replaced"
"LAVO1","IMPAER","Operational","05/12/2004","Sampler controller replaced"
"LAVO1","IMPAER","Operational","06/08/2004","inmate crews doing chainsaw work around shed this week"
"LAVO1","IMPAER","Operational","06/08/2004","inmate crews doing chainsaw work around shed this week"
"LAVO1","IMPAER","Event","06/17/2004","Prescribed fires 1 hour E this week"
"LAVO1","IMPAER","Event","06/17/2004","Prescribed fires 1 hour E this week"
"LAVO1","IMPAER","Event","08/13/2004","Haze from French Fire in Central Valley"
"LAVO1","IMPAER","Event","08/13/2004","Haze from French Fire in Central Valley"
"LAVO1","IMPAER","Operational","09/11/2004","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","A1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","B1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","C1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","Calibrated collocated B1 Module"
"LAVO1","IMPAER","Operational","09/11/2004","Calibrated collocated B1 Module"
"LAVO1","IMPAER","Operational","09/11/2004","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","D1 Module Flow Calibration"
"LAVO1","IMPAER","Operational","09/11/2004","D1 Module inlet Changed from Wedding to Sierra"
"LAVO1","IMPAER","Operational","09/11/2004","D1 Module inlet Changed from Wedding to Sierra"
"LAVO1","IMPAER","Operational","09/11/2004","Photos taken"
"LAVO1","IMPAER","Operational","09/11/2004","Photos taken"
"LAVO1","IMPAER","Operational","09/11/2004","Routine annual maintenance"
"LAVO1","IMPAER","Operational","09/11/2004","Routine annual maintenance"
"LAVO1","IMPAER","Site Visit","04/09/2014","Calibration and maintenance on all modules"
"LAVO1","IMPAER","Site Visit","04/09/2014","Calibration and maintenance on all modules"
"LAVO1","IMPAER","Equipment Problem","07/24/2015","Controller found frozen (resolved)"
"LAVO1","IMPAER","Equipment Problem","07/24/2015","Controller found frozen (resolved)"
"LAVO1","IMPAER","Power Problem","10/20/2015","Power problem, fried Surge Protector (resolved)"
"LAVO1","IMPAER","Power Problem","10/20/2015","Power problem, fried Surge Protector (resolved)"
"LAVO1","IMPAER","Part Replacement","11/03/2015","Other"
"LAVO1","IMPAER","Part Replacement","11/03/2015","Other"
"LAVO1","IMPAER","Site Visit","03/24/2016","Calibration and maintenance on all modules"
"LAVO1","IMPAER","Site Visit","03/24/2016","Calibration and maintenance on all modules"
"LAVO1","IMPAER","Equipment Problem","05/10/2016","A PUMP slow to start at SMPL change (resolved)"
"LAVO1","IMPAER","Equipment Problem","05/10/2016","A PUMP slow to start at SMPL change (resolved)"
"LAVO1","IMPAER","Equipment Problem","10/27/2016","Possible flow decrease on C MOD (resolved)"
"LAVO1","IMPAER","Equipment Problem","10/27/2016","Possible flow decrease on C MOD (resolved)"
"LAVO1","IMPAER","Sampler Flow Check","03/02/2017","Modules: 3C"
"LAVO1","IMPAER","Sampler Flow Check","03/02/2017","Modules: 3C"
"LAVO1","IMPAER","Part Replacement","08/29/2017","Pump (4D)"
"LAVO1","IMPAER","Part Replacement","08/29/2017","Pump (4D)"
"LAVO1","IMPAER","Part Replacement","08/29/2017","Pump (3C)"
"LAVO1","IMPAER","Part Replacement","08/29/2017","Pump (3C)"
"LAVO1","IMPAER","Part Replacement","08/29/2017","Pump (2B)"
"LAVO1","IMPAER","Part Replacement","08/29/2017","Pump (2B)"
"LAVO1","IMPAER","Equipment Problem","01/18/2018","B pump slow start (resolved)"
"LAVO1","IMPAER","Equipment Problem","01/18/2018","B pump slow start (resolved)"
"LAVO1","IMPAER","Part Replacement","01/23/2018","Pump (2B)"
"LAVO1","IMPAER","Part Replacement","01/23/2018","Pump (2B)"
"LAVO1","IMPAER","Site Visit","05/15/2018","Calibration and maintenance on all modules"
"LAVO1","IMPAER","Site Visit","05/15/2018","Calibration and maintenance on all modules"
"LAVO1","IMPAER","Equipment Problem","07/10/2018","B pump is not starting (resolved)"
"LAVO1","IMPAER","Equipment Problem","07/10/2018","B pump is not starting (resolved)"
"LAVO1","IMPAER","Part Replacement","07/12/2018","Pump (2B)"
"LAVO1","IMPAER","Part Replacement","07/12/2018","Pump (2B)"
"LAVO1","IMPAER","Equipment Problem","05/07/2019","3C Ebox offline (resolved)"
"LAVO1","IMPAER","Equipment Problem","05/07/2019","3C Ebox offline (resolved)"
"LAVO1","IMPAER","Part Replacement","05/08/2019","EBox (3C)"
"LAVO1","IMPAER","Part Replacement","05/08/2019","EBox (3C)"
"LAVO1","IMPAER","Equipment Problem","09/23/2019","All Ebox offline (resolved)"
"LAVO1","IMPAER","Equipment Problem","09/23/2019","All Ebox offline (resolved)"
"LAVO1","IMPAER","Part Replacement","09/26/2019","Controller"
"LAVO1","IMPAER","Part Replacement","09/26/2019","Controller"
"LAVO1","IMPAER","Equipment Problem","08/10/2020","A pump is dead (resolved)"
"LAVO1","IMPAER","Equipment Problem","08/10/2020","A pump is dead (resolved)"
"LAVO1","IMPAER","Part Replacement","08/12/2020","Pump (1A)"
"LAVO1","IMPAER","Part Replacement","08/12/2020","Pump (1A)"
"LIGO1","IMPAER","Operational","03/29/2000","New IMPROVE site, version 2 sampler installed"
"LIGO1","IMPAER","Operational","03/29/2000","A1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","03/29/2000","B1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","03/29/2000","C1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","03/29/2000","D1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","03/29/2000","Version 2 sampler installed"
"LIGO1","IMPAER","Operational","09/12/2000","A1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","09/12/2000","B1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","09/12/2000","C1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","09/12/2000","D1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","08/11/2001","A1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","08/11/2001","B1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","08/11/2001","C1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","08/11/2001","D1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","08/11/2001","Photos taken"
"LIGO1","IMPAER","Operational","08/11/2001","Routine annual maintenance"
"LIGO1","IMPAER","Operational","09/09/2002","A1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","09/09/2002","A1 Module pump replaced"
"LIGO1","IMPAER","Operational","09/09/2002","B1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","09/09/2002","B1 Module pump replaced"
"LIGO1","IMPAER","Operational","09/09/2002","C1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","09/09/2002","D1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","09/09/2002","Photos taken"
"LIGO1","IMPAER","Operational","09/09/2002","Routine annual maintenance"
"LIGO1","IMPAER","Operational","04/28/2003","C1 Module electronics box replaced"
"LIGO1","IMPAER","Operational","05/15/2003","A1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","05/15/2003","B1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","05/15/2003","C1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","05/15/2003","C1 Module pump replaced"
"LIGO1","IMPAER","Operational","05/15/2003","D1 Module Flow Calibration"
"LIGO1","IMPAER","Operational","05/15/2003","D1 Module pump replaced"
"LIGO1","IMPAER","Operational","05/15/2003","Photos taken"
"LIGO1","IMPAER","Operational","05/15/2003","Routine annual maintenance"
"LIGO1","IMPAER","Operational","12/07/2004","Sampler controller replaced"
"LIGO1","IMPAER","Equipment Problem","11/14/2014","C ORI is low (resolved)"
"LIGO1","IMPAER","Site Visit","06/20/2015","Calibration and maintenance on all modules"
"LIGO1","IMPAER","Part Replacement","12/15/2015","Pump (4D)"
"LIGO1","IMPAER","Part Replacement","12/15/2015","Pump (3C)"
"LIGO1","IMPAER","Part Replacement","12/15/2015","Pump (2B)"
"LIGO1","IMPAER","Part Replacement","12/15/2015","Pump (1A)"
"LIGO1","IMPAER","Equipment Problem","05/16/2016","A CYC downwards shift (resolved)"
"LIGO1","IMPAER","External Audit","05/24/2016","Site Audit by  Dennis Crumpler		"
"LIGO1","IMPAER","External Audit","06/07/2016","Site Audit by Andy Clifton"
"LIGO1","IMPAER","Equipment Problem","10/10/2016","B CYC erratic (resolved)"
"LIGO1","IMPAER","Site Visit","04/29/2017","Calibration and maintenance on all modules"
"LIGO1","IMPAER","Equipment Problem","07/28/2017","CYC and Temp values occasionally unreliable (resolved)"
"LIGO1","IMPAER","Part Replacement","10/31/2017","Controller"
"LIGO1","IMPAER","Site Visit","05/11/2019","Calibration and maintenance on all modules"
"LIGO1","IMPAER","Equipment Problem","07/24/2019","Obstruction on D MOD from 7/23/19 (resolved)"
"LIGO1","IMPAER","Sampler Flow Adjustment","07/25/2019","Flow rate adjusted by Operator using Valve Wiggle on module(s) 4D"
"LIGO1","IMPAER","Equipment Problem","07/28/2020","Controller touchscreen USB port not working (resolved)"
"LIGO1","IMPAER","Part Replacement","08/19/2020","HUB Card"
"LIVO1","IMPAER","Operational","03/06/2001","A1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","03/06/2001","B1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","03/06/2001","C1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","03/06/2001","D1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","03/06/2001","Version 2 sampler installed"
"LIVO1","IMPAER","Operational","03/06/2001","New IMPROVE site, version 2 sampler installed"
"LIVO1","IMPAER","Operational","08/15/2001","A1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/15/2001","B1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/15/2001","C1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/15/2001","D1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/15/2001","Photos taken"
"LIVO1","IMPAER","Operational","08/15/2001","Routine annual maintenance"
"LIVO1","IMPAER","Operational","07/31/2002","A1 Module pump replaced"
"LIVO1","IMPAER","Operational","07/31/2002","C1 Module pump replaced"
"LIVO1","IMPAER","Operational","08/14/2002","A1 Module relay box replaced"
"LIVO1","IMPAER","Operational","08/22/2002","A1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/22/2002","A1 Module pump replaced"
"LIVO1","IMPAER","Operational","08/22/2002","B1 D1 Module electronics boxes swapped"
"LIVO1","IMPAER","Operational","08/22/2002","B1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/22/2002","B1 Module pump replaced"
"LIVO1","IMPAER","Operational","08/22/2002","C1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/22/2002","D1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","08/22/2002","Photos taken"
"LIVO1","IMPAER","Operational","08/22/2002","Routine annual maintenance"
